"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
5185,"Zero","61-65","Partner","Retired","Professional","Own Home","<20,000, >=17,500","No","No",1961,"Granada","BB11 4QT","BB11",0,0,0,0,12.48,0,0,0,0,0,0,2,"Female","North West",2.5,0,2.08,-34.44
1689,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1995,"Meridian","M15 7DY","M15",0,42.98,0,14.49,0,14.99,0,85.44,0,0,0,2,"Female","North West",11.49,16.74,19.15,35.3
1475,"Zero","45-50","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home",">=35,000","No","No",0,"Carlton","L11 0BQ","L11",39.48,29.99,118.96,119.95,4.99,62.96,0,0,0,0,0,2,"Female","North West",62.67,10.49,31.32,125.87
276,"Zero","55-60","Partner","Retired","Professional","Own Home","<27,500, >=25,000","No","Yes",1971,"Yorkshire","HD7 1UR","HD7",19.99,125.45,92.96,161.9,78.46,6.48,0,80.43,49.99,4.99,0,1,"Female","Unknown",95.75,23.65,62.88,207.55
8413,"2","36-40","Partner","Other","Professional","Own Home",">=35,000","No","Yes",1980,"Central","DY6 7DL","DY6",37.48,0.01,0,0,0,0,122.87,58.9,0,34.46,39.97,2,"Female","West Midlands",7.5,42.7,30.3,93.3
4267,"Zero","71+","Widowed","Housewife","Unknown","Rent from Council/HA","< 4,000","No","No",1991,"Grampian","KY10 2AP","KY10",0,22.99,0,0,25.94,17.49,0,0,4.99,0,9.49,2,"Female","Scotland",9.79,5.33,8.07,-66.13
6556,"1","45-50","Partner","Other","Manual Worker","Own Home","<20,000, >=17,500","No","No",1979,"Central","LE9 7DA","LE9",0,0,0,0,7.99,0,0,0,3.99,0,13.47,2,"Female","East Midlands",1.6,2.91,2,54.91
9410,"Zero","45-50","Partner","Unknown","Manual Worker","Own Home","< 8,000, >= 4,000","No","No",1966,"Anglia","CM8 2QR","CM8",39.48,0,0,0,0,0,0,0,0,0,0,2,"Female","South East",7.9,0,0,6.15
9281,"2","31-35","Partner","Housewife","Secretarial/Admin","Own Home","<17,500, >=15,000","No","No",1992,"Anglia","IP11 9BT","IP11",0,17.98,0,54.99,0,23.94,21.98,110.41,0,0,0,2,"Female","East Anglia",14.59,26.06,35.22,69.4
9936,"1","41-45","Partner","Unknown","Unknown","Rent Privately",">=35,000","Yes","Yes",1996,"HTV","TA11 7LE","TA11",54.96,225.93,0.01,97.45,0,97.41,4.99,11.99,13.47,26.43,5.59,2,"Female","South West",75.67,26.65,37.55,108.33
1261,"2","31-35","Partner","Secretarial/Admin","Professional","Own Home","<27,500, >=25,000","No","No",1994,"TV South West","EX6 8SY","EX6",0,0,0,0,15.99,0,0,0,0,0,0,2,"Female","South West",3.2,0,2.67,12.56
10838,"1","51-55","Partner","Retired","Secretarial/Admin","Own Home","<22,500, >=20,000","Yes","No",1967,"TV South West","TQ12 3NH","TQ12",0,1.02,0,68.97,0,0,43.47,0,0,0,0,2,"Male","South West",14,7.25,18.74,54.78
6489,"3","31-35","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1998,"Meridian","PO7 6PQ","PO7",15.98,70.96,36.97,158.88,91.9,165.73,0,142.42,47.36,37.64,0,2,"Female","South East",74.94,65.53,101.05,265.8
415,"Zero","36-40","Single/Never Married","Unknown","Unknown","Own Home",">=35,000","Yes","No",1997,"Meridian","BH17 9BB","BH17",9.99,0,19.99,0,46.98,0,37.47,13.99,0,0,0,2,"Male","South West",15.39,8.58,16.41,57.15
2813,"2","41-45","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1989,"Central","CV7 7NQ","CV7",0,0,119.48,0,0,0,43.97,0,4.99,0,0,2,"Male","West Midlands",23.9,8.16,8.16,93.46
11140,"Zero","61-65","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1966,"HTV","SY23 1LZ","SY23",0,0,0,0,0,56.92,0,14,3.99,0,45.42,2,"Female","Wales",0,20.06,12.49,64.67
10081,"Zero","65-70","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1997,"Meridian","SO31 7FP","SO31",0,24.99,0,0,0,0,0,19.99,0,0,0,2,"Female","South East",5,3.33,3.33,38.27
2762,"Zero","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1996,"Border","TD9 9NZ","TD9",0,34.99,0,0.01,0,19.99,0,0,0,0,26.99,2,"Female","Scotland",7,7.83,3.33,8.23
8641,"Zero","65-70","Partner","Retired","Retired","Rent Privately","< 8,000, >= 4,000","No","No",1984,"Yorkshire","BD22 7SL","BD22",79.97,18.48,4.49,4.99,0,0,0,0,0,0,0,2,"Female","Unknown",21.59,0,0.83,-2
6412,"Zero","41-45","Divorced/Separated","Professional","Unknown","Own Home",">=35,000","No","No",1998,"Yorkshire","YO61 1DP","YO61",0,223.94,148.46,86.95,10.49,34.99,0,0,0,0,0,2,"Male","Unknown",93.97,5.83,22.07,83.01
3501,"2","41-45","Partner","Business Manager","Other","Own Home","<27,500, >=25,000","No","No",1994,"Anglia","NR30 5TZ","NR30",76.46,34.99,0,120.42,0.01,64.46,19.99,220.78,0,0,271.86,1,"Male","East Anglia",46.38,96.18,70.94,251.63
7907,"Zero","22-25","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Meridian","RH15 9UX","RH15",0,19.99,0,0,0,0,0,0.02,0,0,0,2,"Female","South East",4,0,0,-6.59
3835,"Zero","55-60","Partner","Retired","Professional","Own Home","<20,000, >=17,500","No","Yes",1966,"Yorkshire","WF8 3HA","WF8",0,125.91,19.49,253.36,52.26,69.44,0,154.34,14.98,54.62,41.96,2,"Female","Unknown",90.2,55.89,90.73,239.52
2360,"Zero","61-65","Partner","Retired","Manual Worker","Own Home","<20,000, >=17,500","No","No",1995,"Carlton","WA6 2JY","WA6",183.42,0,54.98,0,152.36,0,0,0,0,0,36.68,2,"Female","North West",78.15,6.11,25.39,98.9
10460,"Zero","61-65","Widowed","Retired","Unknown","Own Home","<22,500, >=20,000","No","No",1994,"Yorkshire","BD16 3EW","BD16",0,0,0,0,0,0,0,0,0,0,0,2,"Male","Unknown",0,0,0,-10.55
254,"Zero","61-65","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"HTV","LL36 9AU","LL36",0,59.49,0,19.99,6.99,77.94,65.41,78.92,7.49,0,0,2,"Male","Wales",17.29,38.29,42.79,104.14
10950,"1","31-35","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1992,"Ulster","BT43 5PU","BT43",0,0,0,8.99,16.97,73.48,85.45,0,0,0,0,2,"Female","Northern Ireland",5.19,26.49,30.82,49.51
3612,"2","45-50","Partner","Secretarial/Admin","Professional","Own Home","<20,000, >=17,500","No","No",1986,"Meridian","TN34 2QX","TN34",0,65,0,9.97,0,0,0,37.98,0,29.98,0,2,"Female","South East",14.99,11.33,7.99,8.1
7582,"Zero","45-50","Partner","Professional","Housewife","Own Home",">=35,000","No","No",1987,"Yorkshire","LS28 5NN","LS28",0,0,0,0,0,0,0,0,0,0,0,2,"Male","Unknown",0,0,0,8.14
6077,"Zero","61-65","Partner","Business Manager","Other","Own Home","<25,000, >=22,500","No","No",1960,"Carlton","GU18 5TR","GU18",0,0,0,57.47,19.99,17.99,15.99,39.97,0,0,0,2,"Male","South East",15.49,12.33,25.24,88.65
9306,"Zero","45-50","Partner","Manual Worker","Professional","Own Home",">=35,000","No","Yes",1989,"Central","NG13 8TG","NG13",119.48,0,0,92.42,21.47,0,38.98,0,0,0,0,1,"Female","East Midlands",46.67,6.5,25.48,63.51
2122,"Zero","71+","Partner","Retired","Retired","Own Home","< 4,000","No","No",1996,"Carlton","SM5 2PZ","SM5",0,34.97,0,25.99,0,0,0,22.97,0,0,0,2,"Male","South East",12.19,3.83,8.16,48.98
4551,"Zero","71+","Single/Never Married","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1989,"Meridian","L19 4TY","L19",0,0,0,0,0,7.99,0,19.99,0,5.48,0,2,"Female","North West",0,5.58,4.66,-24.61
2039,"2","26-30","Partner","Housewife","Unknown","Own Home",">=35,000","No","Yes",1993,"Grampian","AB43 9WH","AB43",0,44.49,0,25.99,0,0,0,0,0,0,0,2,"Female","Scotland",14.1,0,4.33,34.22
3270,"Zero","65-70","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1977,"Meridian","ME17 2LB","ME17",25.48,149.98,0,92.45,9.99,84.98,0,0,0,0,206.83,1,"Female","South East",55.58,48.64,31.24,137.14
7165,"Zero","71+","Divorced/Separated","Retired","Unknown","Rent from Council/HA","<12,500, >=10,000","No","No",1998,"Yorkshire","DN20 8LA","DN20",0,0,0,41.97,0,3.99,0,57.95,0,3.99,0,2,"Male","Unknown",8.39,10.99,17.32,17.82
3440,"Zero","71+","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1996,"Meridian","PO12 2EU","PO12",0,0,24.99,0,0,54.98,0,61.45,0,0,55.44,1,"Male","South East",5,28.65,19.41,54.74
5060,"2","26-30","Partner","Manual Worker","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1996,"Ulster","BT41 2AY","BT41",0,52.47,0,13.48,24.46,48.96,0,90.39,0,0,74.98,1,"Male","Northern Ireland",18.08,35.72,29.55,113.04
8314,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Yorkshire","S18 1RJ","S18",0,0,0,5.99,0,48.48,0,0,0,0,0,2,"Female","East Midlands",1.2,8.08,9.08,51.46
7602,"2","36-40","Partner","Housewife","Professional","Own Home","<27,500, >=25,000","No","No",1997,"Carlton","L26 6RA","L26",57.47,69.99,42.49,43.48,39.45,29.93,138.87,68.91,96.44,19.98,545.37,1,"Female","North West",50.58,149.92,69.51,345.45
3563,"1","55-60","Widowed","Retired","Unknown","Own Home","<17,500, >=15,000","No","No",1977,"Granada","L37 2YQ","L37",0,49.97,48.98,117.44,0,185.84,0,0,0,8.49,0,2,"Female","North West",43.28,32.39,50.55,104.51
5451,"Zero","51-55","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1993,"Yorkshire","BD12 7EE","BD12",62.46,168.44,89.47,89.47,84.92,50.91,0,204.38,20.46,13.48,44.96,2,"Female","Unknown",98.95,55.7,75.02,212.08
3332,"1","71+","Widowed","Retired","Unknown","Own Home","<30,000, >=27,500","No","No",1992,"Central","DE4 3HZ","DE4",71.94,0,0,34.98,44.97,0,76.93,118.87,0,0,0,2,"Female","East Midlands",30.38,32.63,45.96,122.19
2083,"1","55-60","Partner","Secretarial/Admin","Retired","Own Home","<10,000, >= 8,000","No","No",1997,"Unknown","CF15 8EZ","CF15",0,19.99,20.99,107.45,0,0,0,39.96,0,0,0,2,"Female","Unknown",29.69,6.66,24.57,37.29
4115,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1998,"Central","NG4 2BS","NG4",0,0,0,15.99,0,0,0,11.99,0,0,0,2,"Male","East Midlands",3.2,2,4.66,39.67
10262,"Zero","55-60","Widowed","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1996,"Granada","SK9 5EQ","SK9",0,0,74.47,0,19.98,0,0,0,0,0,0,2,"Female","North West",18.89,0,3.33,45.08
4481,"Zero","26-30","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<15,000, >=12,500","No","No",1994,"Yorkshire","LS28 6PL","LS28",0,0,0,0,0,0,0,0,39.47,0,0,1,"Female","Unknown",0,6.58,6.58,3.16
8868,"Zero","55-60","Partner","Housewife","Business Manager","Own Home","<27,500, >=25,000","No","No",1984,"Meridian","PO1 2TJ","PO1",0,0,0,0,0,0,10.98,0,0,0,0,2,"Female","South East",0,1.83,1.83,20.55
3251,"Zero","71+","Partner","Housewife","Retired","Own Home","<12,500, >=10,000","No","No",1968,"Tyne Tees","TS12 1PE","TS12",0,35.48,0,100.47,0,53.48,187.84,72.46,6.49,2.99,5.99,2,"Female","North",27.19,54.88,70.12,120.07
9694,"Zero","41-45","Single/Never Married","Professional","Unknown","Own Home","<30,000, >=27,500","No","No",1980,"Meridian","CT14 9BQ","CT14",0,0,0,39.47,0,0,16.47,0,0,12.96,0,2,"Male","South East",7.89,4.91,9.32,10.86
1967,"Zero","55-60","Partner","Professional","Housewife","Own Home","<27,500, >=25,000","Yes","No",1972,"Yorkshire","YO12 5NQ","YO12",0,0,0,0,0,44.48,68.43,0,29.99,0,0,2,"Male","Unknown",0,23.82,23.82,7.61
900,"Zero","71+","Partner","Unknown","Housewife","Own Home",">=35,000","No","No",1990,"HTV","NP44 7LQ","NP44",4.99,74.96,0,102.93,0,24.47,0,85.4,14.98,3.99,0,2,"Male","Wales",36.58,21.47,37.96,55.41
3336,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1967,"Yorkshire","HU10 6JN","HU10",0,60.98,0,239.36,0,0,0,0,0,0,0,1,"Male","Unknown",60.07,0,39.89,88.55
9534,"2","41-45","Partner","Other","Manual Worker","Own Home","<15,000, >=12,500","No","No",1986,"Tyne Tees","NE21 5JU","NE21",133.41,85.46,64.98,78.4,77.94,50.39,19.49,186.89,13.47,9.99,67.93,2,"Female","North",88.04,58.03,71.1,215.67
10711,"Zero","51-55","Partner","Professional","Retired","Own Home","<20,000, >=17,500","No","Yes",1976,"TV South West","TQ12 3DJ","TQ12",0,224.47,0,0,0,37.95,0,87.43,4.49,21.96,0,2,"Female","South West",44.89,25.31,21.65,64.92
507,"Zero","22-25","Partner","Unknown","Manual Worker","Own Home","<27,500, >=25,000","No","No",1994,"Yorkshire","S20 2GT","S20",0,67.47,0,0,0,19.49,0,0,0,0,0,2,"Female","Unknown",13.49,3.25,3.25,40.66
8623,"Zero","61-65","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1971,"Meridian","PO4 8YL","PO4",0,0,0,79.46,21.36,6,0,104.89,16.48,0,0,2,"Female","South East",20.16,21.23,38.03,112.74
3390,"Zero","45-50","Partner","Unknown","Unknown","Own Home",">=35,000","Yes","Yes",1997,"Meridian","L40 7GL","L40",0,0,0,0,0,11.47,0,0,0,0,11.49,2,"Female","North West",0,3.83,1.91,-21.82
7394,"Zero","26-30","Single/Never Married","Unknown","Unknown","Live in Parental Hom","Unknown","Yes","No",1977,"Granada","LL18 4UF","LL18",0,0,29.99,0,14.98,0,0,0,0,0,0,2,"Female","Wales",8.99,0,2.5,40.26
965,"3","45-50","Partner","Professional","Other","Own Home",">=35,000","No","No",1997,"Meridian","SP10 2UB","SP10",0,0,11.99,33.48,0,47.44,0,42.46,0,0,0,2,"Male","South East",9.09,14.98,20.56,22.52
11050,"Zero","26-30","Single/Never Married","Business Manager","Unknown","Own Home",">=35,000","No","No",1996,"HTV","SN15 2AL","SN15",0,25.53,54.99,187.86,0,39.47,82.9,0,0,0,0,2,"Male","South West",53.68,20.4,51.71,104.11
153,"1","36-40","Partner","Other","Professional","Own Home","<25,000, >=22,500","Yes","Yes",1990,"Yorkshire","S62 7UF","S62",338.39,79.46,24.95,72.42,111.87,45.91,171.25,85.88,43.93,4.99,130.42,1,"Female","Unknown",125.42,80.4,88.54,323.15
6117,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1990,"Central","NN13 5JS","NN13",0,40.47,24.98,55.97,19.99,37.97,0,0,0,0,0,2,"Female","East Midlands",28.28,6.33,18.99,36.84
10932,"Zero","22-25","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1997,"Ulster","BT36 7UF","BT36",186.92,324.73,215.34,282.3,25.45,149.85,0,403.01,10.96,9.48,58.91,2,"Female","Northern Ireland",206.95,105.37,145.26,497.28
1146,"1","45-50","Partner","Housewife","Professional","Own Home","<22,500, >=20,000","No","No",1982,"Yorkshire","YO32 3QZ","YO32",0,0,0,0,0,0,0,39.48,0,0,0,2,"Female","Unknown",0,6.58,6.58,47.42
2935,"2","45-50","Partner","Professional","Business Manager","Own Home",">=35,000","No","No",1996,"Granada","BL5 2JD","BL5",25,0,124.47,62.98,46.45,0,352.52,0,0,5.97,11,2,"Male","North West",51.78,61.58,76.99,228.73
10139,"Zero","51-55","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1994,"Anglia","MK45 2XE","MK45",0,0,0,0,44.47,0,0,23.98,0,0,0,2,"Male","South East",8.89,4,11.41,-2.07
4404,"Zero","65-70","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1986,"Yorkshire","BD20 5EU","BD20",14.99,17.48,106.95,94.42,38.46,183.42,0,39.46,34.48,0,19.49,2,"Female","Unknown",54.46,46.14,65.04,176.31
9011,"Zero","51-55","Partner","Retired","Housewife","Own Home","<20,000, >=17,500","Yes","Yes",1970,"Central","DY11 5DT","DY11",202.37,134.96,197.91,267.81,233.38,66.44,16.99,94.91,21.94,36.14,143.85,2,"Male","West Midlands",207.29,63.38,116.91,401.18
3971,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Central","DE56 0FG","DE56",0,0,0,0,0,0,33.47,0,0,0,0,2,"Male","East Midlands",0,5.58,5.58,12.65
1576,"Zero","22-25","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<15,000, >=12,500","No","No",1997,"Central","NG4 1LW","NG4",0,0,14.49,15,0,14.97,0,39.93,0,0,0,2,"Female","East Midlands",5.9,9.15,11.65,24.59
7376,"Zero","55-60","Partner","Secretarial/Admin","Retired","Own Home","<27,500, >=25,000","No","No",1967,"Meridian","RG31 5LY","RG31",0,0,0,86.96,0,5.49,0,39.97,0,0,0,2,"Female","South East",17.39,7.58,22.07,67.55
6171,"1","51-55","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1980,"Central","B91 2JJ","B91",0,0,49.48,0,30.96,0,25.99,0,0,0,0,2,"Female","West Midlands",16.09,4.33,9.49,8.88
10689,"2","36-40","Partner","Housewife","Manual Worker","Own Home","<27,500, >=25,000","Yes","Yes",1986,"HTV","BA3 4TG","BA3",28.92,58.22,11.45,213.85,54.89,72.38,255.12,33.4,16.32,4,168.2,2,"Female","South West",73.47,91.57,107.66,248.63
6481,"Zero","65-70","Widowed","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1973,"Tyne Tees","TS20 1QR","TS20",129.48,64.49,82.47,82.97,4.49,38.99,128.41,0,0,0,0,2,"Female","North",72.78,27.9,42.48,140.32
10782,"Zero","26-30","Single/Never Married","Professional","Business Manager","Own Home",">=35,000","No","No",1994,"Carlton","HA2 6AY","HA2",0,0,0,46.93,40.41,2.47,0,42.94,1,0,0,2,"Female","South East",17.47,7.74,22.29,16.36
8847,"Zero","41-45","Partner","Housewife","Professional","Own Home","<30,000, >=27,500","No","No",1996,"Tyne Tees","DL16 7XJ","DL16",160.42,0,258.89,11.49,123.43,0,0,0,0,0,0,2,"Female","North",110.85,0,22.49,145.03
1343,"Zero","51-55","Partner","Business Manager","Housewife","Own Home","<27,500, >=25,000","No","No",1965,"Granada","PR4 2DB","PR4",0,0,24.99,0,0,0,0,30.46,30.49,0,0,2,"Male","North West",5,10.16,10.16,42.54
9474,"Zero","55-60","Partner","Retired","Housewife","Own Home","<25,000, >=22,500","No","Yes",1972,"HTV","BS37 6XN","BS37",19.98,24.49,79.47,43.48,27.47,104.91,0,80.1,0,31.96,0,2,"Male","South West",38.98,36.16,42.66,129.3
989,"1","41-45","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1997,"TV South West","PL25 5DE","PL25",0,0,0,0,0,0,41.17,0,0,0,0,2,"Female","South West",0,6.86,6.86,36.64
8487,"Zero","31-35","Partner","Professional","Manual Worker","Own Home","<22,500, >=20,000","No","No",1991,"Scottish TV","ML6 8DW","ML6",7.99,0,11.99,65.96,22.48,25.96,0,0,14.99,0,0,2,"Female","Scotland",21.68,6.83,21.57,39.09
729,"2","26-30","Partner","Professional","Manual Worker","Own Home","<27,500, >=25,000","No","No",1993,"Meridian","BN20 9RL","BN20",0,0,0,0,25.49,0,24.98,0,0,0,0,2,"Female","South East",5.1,4.16,8.41,65.87
873,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"Granada","BB10 2SD","BB10",104.97,31.48,47.46,57.95,17.07,17.48,0,37.45,0,0,55.74,1,"Male","North West",51.79,18.45,21.66,101.97
1190,"1","36-40","Partner","Other","Manual Worker","Own Home","<17,500, >=15,000","No","Yes",1980,"Tyne Tees","DL1 3DX","DL1",0,9.99,0,61.95,0,14.49,0,0,2,0,0,2,"Female","North",14.39,2.75,13.07,-44.7
4604,"Zero","71+","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1981,"Yorkshire","LS28 6DR","LS28",0,0,0,0,0,0,0,0,0,0,0,2,"Male","Unknown",0,0,0,-36.47
11017,"Zero","61-65","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1955,"Yorkshire","LS25 7LE","LS25",54.48,171.45,264.35,324.8,74.44,67.96,0,77.93,4.99,0,0,2,"Female","Unknown",177.9,25.15,91.69,275.42
1872,"Zero","55-60","Partner","Unknown","Retired","Own Home","<27,500, >=25,000","No","No",1991,"Central","DY12 1TJ","DY12",194.93,49.46,108.46,89.92,24.97,46.97,0,11.49,2.49,1.74,0,2,"Female","West Midlands",93.55,10.45,29.31,138.5
5695,"1","51-55","Partner","Business Manager","Housewife","Own Home","<27,500, >=25,000","No","No",1988,"Carlton","TW20 8QN","TW20",0,14.99,0,323.83,3.49,24.98,269.82,20.47,0,19.96,24.48,2,"Male","South East",68.46,59.95,107.1,254.32
2292,"3","31-35","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","No",1993,"Yorkshire","LN5 9AL","LN5",0,0,0,19.99,16.47,19.99,0,28.46,0,0,47.44,2,"Female","East Midlands",7.29,15.98,14.15,20.44
2272,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"Yorkshire","S63 7EP","S63",218.97,173.45,59.98,113.43,3.49,53.41,105.91,23.48,0,0,0,2,"Female","Unknown",113.86,30.47,49.95,199.32
2025,"Zero","55-60","Partner","Retired","Housewife","Own Home","<10,000, >= 8,000","No","No",1966,"Granada","L31 0DB","L31",436.8,39.99,35.48,86.97,172.85,0,6.99,17.99,0,0,1071.22,1,"Male","North West",154.42,182.7,47.47,341.9
3121,"Zero","61-65","Partner","Retired","Retired","Own Home","<30,000, >=27,500","No","No",1973,"Anglia","PR13 0JS","PR13",122.95,0,229.91,0,33.96,0,0,0,0,0,0,2,"Female","North West",77.36,0,5.66,88.87
1484,"Zero","65-70","Divorced/Separated","Retired","Unknown","Own Home","< 8,000, >= 4,000","No","No",1988,"Carlton","RG6 5YR","RG6",0,84.98,61.45,0,20.97,1.98,69.43,27.99,4.99,0,0,2,"Female","South East",33.48,17.4,20.89,80.03
9706,"Zero","51-55","Partner","Other","Other","Own Home","<17,500, >=15,000","No","No",1966,"Central","B68 0AZ","B68",0,39.99,0,55.98,0,0,33.98,0,2,0,225.41,1,"Female","West Midlands",19.19,43.57,15.33,95.48
7300,"2","45-50","Partner","Manual Worker","Retired","Own Home","<17,500, >=15,000","No","No",1986,"HTV","LL22 7NH","LL22",0,0,0,0,59,15.97,0,279.29,0,0,0,2,"Female","Wales",11.8,49.21,59.04,124.07
6816,"Zero","41-45","Partner","Housewife","Retired","Own Home","<25,000, >=22,500","No","No",1997,"Anglia","NR21 9TD","NR21",0,0,0,20.48,7.49,0,0,0,0,0,0,2,"Female","East Anglia",5.59,0,4.66,-19.77
10970,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1965,"Meridian","BN14 9HE","BN14",49.47,17.99,44.48,17.99,9.99,2.49,0,18.96,32.98,0,0,1,"Female","South East",27.98,9.07,13.74,59.1
4266,"3","36-40","Partner","Housewife","Professional","Own Home",">=35,000","Yes","No",1994,"Carlton","M5 9HB","M5",0,134.41,0,195.91,0,86.97,46.47,27.99,0,0,10.98,2,"Female","North West",66.06,28.74,59.56,132.78
